iter	Passed	Remaining
644	28237	15541
645	28297	15506
646	28353	15469
647	28400	15427
648	28439	15381
649	28478	15334
650	28517	15288
651	28556	15241
652	28595	15195
653	28634	15149
654	28674	15103
655	28713	15056
656	28752	15010
657	28792	14964
658	28831	14918
659	28870	14872
660	28908	14826
661	28947	14779
662	28986	14733
663	29026	14687
664	29065	14641
665	29104	14595
666	29144	14550
667	29184	14504
668	29244	14469
669	29302	14432
670	29361	14396
671	29408	14354
672	29448	14308
673	29488	14263
674	29527	14216
675	29566	14171
676	29606	14125
677	29646	14079
678	29687	14035
679	29739	13994
680	29783	13951
681	29827	13907
682	29876	13866
683	29929	13826
684	29974	13784
685	30018	13740
686	30063	13697
687	30109	13654
688	30155	13611
689	30202	13569
690	30248	13526
691	30295	13484
692	30342	13441
693	30386	13397
694	30431	13354
695	30475	13311
696	30519	13267
697	30564	13224
698	30613	13182
699	30658	13139
700	30702	13095
701	30746	13051
702	30786	13006
703	30825	12960
704	30864	12914
705	30904	12869
706	30945	12824
707	30992	12782
708	31054	12745
709	31119	12710
710	31169	12669
711	31210	12624
712	31256	12581
713	31318	12544
714	31377	12507
715	31438	12469
716	31496	12431
717	31552	12392
718	31612	12354
719	31674	12317
720	31732	12279
721	31797	12243
722	31847	12201
723	31888	12156
724	31941	12115
725	31998	12076
726	32060	12039
727	32109	11997
728	32162	11956
729	32222	11917
730	32277	11877
731	32323	11834
732	32376	11793
733	32434	11754
734	32491	11714
735	32543	11673
736	32600	11633
737	32659	11594
738	32711	11553
739	32766	11512
740	32825	11473
741	32880	11432
742	32937	11392
743	32994	11353
744	33057	11314
745	33109	11273
746	33173	11235
747	33238	11197
748	33292	11156
749	33353	11117
750	33411	11077
751	33459	11034
752	33498	10988
753	33537	10941
754	33576	10895
755	33616	10849
756	33655	10803
757	33694	10757
758	33734	10711
759	33774	10665
760	33813	10619
761	33855	10574
762	33896	10528
763	33941	10484
764	33996	10443
765	34042	10399
766	34088	10355
767	34134	10311
768	34177	10266
769	34224	10222
770	34269	10178
771	34317	10135
772	34362	10090
773	34410	10047
774	34461	10004
775	34511	9962
776	34556	9917
777	34598	9872
778	34639	9827
779	34680	9781
780	34721	9736
781	34765	9691
782	34808	9646
783	34848	9601
784	34888	9555
785	34927	9509
786	34967	9463
787	35006	9417
788	35046	9372
789	35098	9329
790	35157	9289
791	35219	9249
792	35265	9205
793	35306	9160
794	35357	9117
795	35418	9076
796	35476	9036
797	35538	8995
798	35598	8955
799	35647	8911
800	35688	8866
801	35727	8820
802	35767	8774
803	35806	8728
804	35845	8683
805	35889	8638
806	35950	8597
807	36007	8556
808	36064	8514
809	36106	8469
810	36150	8424
811	36208	8383
812	36269	8342
813	36330	8301
814	36374	8256
815	36413	8210
816	36452	8165
817	36492	8119
818	36532	8073
819	36572	8028
820	36612	7982
821	36651	7936
822	36690	7890
823	36729	7845
824	36768	7799
825	36807	7753
826	36847	7708
827	36886	7662
828	36924	7616
829	36963	7570
830	37003	7525
831	37042	7479
832	37081	7434
833	37122	7388
834	37162	7343
835	37215	7300
836	37271	7258
837	37333	7217
838	37382	7173
839	37423	7128
840	37462	7082
841	37502	7037
842	37542	6991
843	37587	6947
844	37643	6904
845	37699	6862
846	37753	6819
847	37800	6775
848	37840	6730
849	37879	6684
850	37918	6639
851	37958	6593
852	37997	6548
853	38036	6502
854	38076	6457
855	38116	6412
856	38155	6366
857	38194	6321
858	38234	6275
859	38273	6230
860	38312	6185
861	38351	6139
862	38391	6094
863	38430	6049
864	38469	6003
865	38508	5958
866	38548	5913
867	38587	5868
868	38628	5823
869	38667	5777
870	38706	5732
871	38746	5687
872	38785	5642
873	38825	5597
874	38864	5552
875	38903	5506
876	38943	5461
877	38982	5416
878	39022	5371
879	39061	5326
880	39100	5281
881	39139	5236
882	39178	5191
883	39217	5146
884	39256	5101
885	39297	5056
886	39337	5011
887	39377	4966
888	39416	4921
889	39455	4876
890	39494	4831
891	39533	4786
892	39576	4742
893	39617	4697
894	39656	4652
895	39695	4607
896	39734	4562
897	39773	4517
898	39812	4472
899	39852	4428
900	39891	4383
901	39931	4338
902	39971	4293
903	40010	4248
904	40049	4204
905	40089	4159
906	40128	4114
907	40167	4069
908	40206	4025
909	40245	3980
910	40285	3935
911	40324	3890
912	40364	3846
913	40410	3802
914	40474	3759
915	40529	3716
916	40585	3673
917	40642	3630
918	40688	3586
919	40728	3541
920	40767	3496
921	40809	3452
922	40869	3409
923	40920	3365
924	40968	3321
925	41008	3277
926	41047	3232
927	41086	3187
928	41125	3143
929	41164	3098
930	41204	3053
931	41243	3009
932	41282	2964
933	41321	2919
934	41361	2875
935	41399	2830
936	41439	2786
937	41478	2741
938	41518	2697
939	41558	2652
940	41616	2609
941	41678	2566
942	41739	2522
943	41782	2478
944	41843	2435
945	41901	2391
946	41958	2348
947	41999	2303
948	42039	2259
949	42096	2215
950	42159	2172
951	42218	2128
952	42282	2085
953	42343	2041
954	42404	1998
955	42466	1954
956	42524	1910
957	42574	1866
958	42616	1821
959	42663	1777
960	42736	1734
961	42803	1690
962	42861	1646
963	42919	1602
964	42983	1559
965	43046	1515
966	43109	1471
967	43175	1427
968	43239	1383
969	43302	1339
970	43349	1294
971	43388	1249
972	43428	1205
973	43467	1160
974	43507	1115
975	43546	1070
976	43585	1026
977	43624	981
978	43663	936
979	43704	891
980	43744	847
981	43783	802
982	43824	757
983	43863	713
984	43902	668
985	43941	623
986	43981	579
987	44020	534
988	44059	490
989	44099	445
990	44138	400
991	44177	356
992	44216	311
993	44255	267
994	44295	222
995	44334	178
996	44374	133
997	44413	89
998	44454	44
999	44493	0
