iter	MultiClass
136	0.6209773227
137	0.6207564949
138	0.620615814
139	0.6198943701
140	0.6196430758
141	0.6191245807
142	0.6189898946
143	0.6189211013
144	0.6186669248
145	0.6182067891
146	0.6178868534
147	0.6171806541
148	0.6170061572
149	0.6164137315
150	0.6159340835
151	0.6158703195
152	0.6154945838
153	0.6149190544
154	0.6143054823
155	0.6140950605
156	0.6136647916
157	0.6133552974
158	0.6132344686
159	0.6131636406
160	0.6128829085
161	0.6127643792
162	0.6126659176
163	0.6125242545
164	0.6122226083
165	0.6117855689
166	0.6117315681
167	0.6112826202
168	0.6108227743
169	0.6105985277
170	0.6104349034
171	0.6103168716
172	0.6101609109
173	0.6096736195
174	0.609427091
175	0.6092168437
176	0.6090847126
177	0.6089182555
178	0.6084528362
179	0.6081407811
180	0.607775571
181	0.6076334317
182	0.6072593894
183	0.6072174204
184	0.6071307007
185	0.6068524527
186	0.6066177083
187	0.6065656296
188	0.6062437895
189	0.6057455345
190	0.6054913769
191	0.605230263
192	0.6049887759
193	0.6047628888
194	0.6046453971
195	0.6045320636
196	0.6040339753
197	0.6040049075
198	0.6038461815
199	0.6037544643
200	0.6036772371
201	0.6036079828
202	0.603445626
203	0.6032790242
204	0.6031105912
205	0.6030652759
206	0.6029765241
207	0.6027906249
208	0.6024232191
209	0.6020110745
210	0.6019636556
211	0.6017813011
212	0.6015967166
213	0.6015360257
214	0.6013431932
215	0.6011448319
216	0.6010371044
217	0.6007722534
218	0.6004418904
219	0.6002958525
220	0.6000226012
221	0.5997453236
222	0.5992870208
223	0.599051286
224	0.598736239
225	0.5985019309
226	0.5984046052
227	0.5983612389
228	0.598123715
229	0.5981037667
230	0.5977066952
231	0.5976744754
232	0.5973696544
233	0.5970641433
234	0.5968604678
235	0.5965400581
236	0.5962224188
237	0.5957204023
238	0.5954750421
239	0.5951026605
240	0.5947349426
241	0.5942999989
242	0.5941841585
243	0.5941574047
244	0.5939994135
245	0.5939558706
246	0.5938401843
247	0.5935941205
248	0.5931528744
249	0.5927785381
250	0.5925476724
251	0.5924174285
252	0.5923842291
253	0.5923117321
254	0.5921258428
255	0.591743719
256	0.5915908282
257	0.5915615786
258	0.591347076
259	0.5912756143
260	0.591034748
261	0.5908424986
262	0.5908255635
263	0.5906414696
264	0.5905490609
265	0.5904498869
266	0.5904094866
267	0.5903282963
268	0.5902293865
269	0.590079507
270	0.5900237236
271	0.5900095649
272	0.5898324423
273	0.5897455932
274	0.5892523169
275	0.5892032322
276	0.5889835906
277	0.5889352422
278	0.588629426
279	0.5885692112
280	0.5883766624
281	0.5882809072
282	0.5880225864
283	0.5878903776
284	0.5878135619
285	0.5875235255
286	0.5871344244
287	0.5869813073
288	0.5869467704
289	0.5868491882
290	0.5865329417
291	0.5863817522
292	0.5859786632
293	0.5857109618
294	0.5854620405
295	0.585323756
296	0.5852068686
297	0.5851915282
298	0.5850626289
299	0.5848729497
300	0.5847088195
301	0.5846456688
302	0.5844232456
303	0.5843911438
304	0.583864103
305	0.5837934171
306	0.5836833507
307	0.5835699454
308	0.5835349
309	0.583444491
310	0.5834298255
311	0.5833850491
312	0.5833589378
313	0.5831091094
314	0.5830115362
315	0.5827506114
316	0.5826615216
317	0.582433457
318	0.5823211877
319	0.5822479938
320	0.5822243843
321	0.5818838017
322	0.5818079628
323	0.5817304908
324	0.5816063719
325	0.5812345294
326	0.581156908
327	0.5811079717
328	0.5810563174
329	0.5809563116
330	0.5806738337
331	0.5806091835
332	0.580305666
333	0.5802680355
334	0.5802072982
335	0.5800384846
336	0.5800265424
337	0.5800081359
338	0.5799604167
339	0.5798015426
340	0.5797429082
341	0.5795814731
342	0.5794884997
343	0.5794748486
344	0.5794327486
345	0.5792362175
346	0.5791113709
347	0.5790957793
348	0.5789947228
349	0.5789223654
350	0.5788400666
351	0.5787877971
352	0.5785907587
353	0.5784314028
354	0.5781145108
355	0.5778738642
356	0.5776534909
357	0.5775402395
358	0.5774345927
359	0.5772215695
360	0.5771604967
361	0.5771141799
362	0.5770670486
363	0.5769775415
364	0.5766029322
365	0.5765028938
366	0.576417076
367	0.5763412511
368	0.576067497
369	0.5759583132
370	0.5759142642
371	0.5757973975
372	0.5753796265
373	0.5752681694
374	0.575059335
375	0.5749757003
376	0.5749223916
377	0.5749064799
378	0.5747165959
379	0.5746993327
380	0.5744833195
381	0.5742305771
382	0.5742012181
383	0.5741810256
384	0.5741677409
385	0.5740161677
386	0.5737579826
387	0.5736239052
388	0.5734476072
389	0.5734058215
390	0.5731370117
391	0.5730219584
392	0.5730011891
393	0.57294471
394	0.5729184463
395	0.5728917262
396	0.5728812452
397	0.5727767254
398	0.5727504186
399	0.5725804632
400	0.5723930856
401	0.5723439106
402	0.5719958637
403	0.5719322029
404	0.5719151641
405	0.5718368438
406	0.5718014303
407	0.5715882835
408	0.5715647335
409	0.5715299989
410	0.5714145962
411	0.5712790525
412	0.5712325245
413	0.5712078471
414	0.5711506656
415	0.5709251074
416	0.5708906755
417	0.5707733308
418	0.5704389804
419	0.5702783908
420	0.5699798656
421	0.5697272744
422	0.5697090675
423	0.5696447067
424	0.5696189683
425	0.5695129665
426	0.569500772
427	0.5694812074
428	0.5694712989
429	0.5694186631
430	0.5693389209
431	0.5692255305
432	0.5691408143
433	0.5690647388
434	0.5690434409
435	0.5688814317
436	0.5686970397
437	0.5686469987
438	0.5684099467
439	0.5681968115
440	0.5681641664
441	0.5680319951
442	0.567938449
443	0.5678664222
444	0.5678484909
445	0.5676864546
446	0.5676579149
447	0.5675691948
448	0.5672153883
449	0.5671205491
450	0.5666454104
451	0.5665669303
452	0.5664775575
453	0.5662759314
454	0.5662490641
455	0.5661026437
456	0.5660474114
457	0.5659053438
458	0.5657579299
459	0.5654563247
460	0.5653923096
461	0.5652697466
462	0.5650842649
463	0.5648976343
464	0.5645685396
465	0.5641918387
466	0.5638989703
467	0.5638091308
468	0.5637978521
469	0.5637418131
470	0.5636979265
471	0.563589964
472	0.5635767355
473	0.5635683436
474	0.5633715843
475	0.5632055631
476	0.5631287949
477	0.5631074443
478	0.5629884314
479	0.5629502199
480	0.5629397964
481	0.5627864018
482	0.5625854736
483	0.5625230046
484	0.5625162858
485	0.5621861305
486	0.5620897636
487	0.5620829935
488	0.5618690823
489	0.5618603069
490	0.5615567289
491	0.5614328986
492	0.5612331274
493	0.5611311437
494	0.5610157881
495	0.5609803389
496	0.5607034961
497	0.5606959164
498	0.5605390017
499	0.5602067244
500	0.560098965
501	0.5600770143
502	0.560068083
503	0.5600170947
504	0.5599884771
505	0.5599435542
506	0.5599075293
507	0.5597047562
508	0.5595834005
509	0.559309615
510	0.5592837771
511	0.5591203095
512	0.5588358157
513	0.5587608968
514	0.55874874
515	0.5585492207
516	0.5585406377
517	0.558488651
518	0.5580907973
519	0.5580194893
520	0.5579910249
521	0.5577771024
522	0.5574751886
523	0.5572133822
524	0.5569851841
525	0.5569094095
526	0.5568830793
527	0.5568619115
528	0.5568451249
529	0.5566849816
530	0.5565909975
531	0.5563166034
532	0.5562407985
533	0.5560477087
534	0.5559409284
535	0.5559124697
536	0.5556034504
537	0.5553354221
538	0.5550074191
539	0.5547322163
540	0.5546809518
541	0.5545249623
542	0.554412799
543	0.5543982629
544	0.5540155794
545	0.5539939901
546	0.5539255713
547	0.5539130659
548	0.5538911941
549	0.5537897571
550	0.553747893
551	0.553559498
552	0.553341493
553	0.5532326658
554	0.5530552753
555	0.5529502718
556	0.5527003315
557	0.5526812912
558	0.5525732357
559	0.55256726
560	0.552277275
561	0.5521807727
562	0.5519538478
563	0.5519260047
564	0.5518311133
565	0.551763185
566	0.5516043014
567	0.5514923644
568	0.5514854016
569	0.5513483301
570	0.5511665548
571	0.5510538418
572	0.5509983578
573	0.550822051
574	0.5507266101
575	0.5505930659
576	0.5505670436
577	0.550376242
578	0.5503525063
579	0.5501279477
580	0.5500824892
581	0.5500683445
582	0.5498323048
583	0.549780363
584	0.5497361749
585	0.5496211408
586	0.5494002323
587	0.5492176418
588	0.5490766773
589	0.5490208038
590	0.5488220442
591	0.5487646409
592	0.5487526195
593	0.5487230261
594	0.5486201165
595	0.5486006781
596	0.5483890769
597	0.5483036639
598	0.5482612181
599	0.5481241401
600	0.5480512108
601	0.5479764033
602	0.5479007966
603	0.5477644723
604	0.5476541184
605	0.5474554831
606	0.547078157
607	0.5470605187
608	0.5470039577
609	0.5469917244
610	0.5467890168
611	0.5467317539
612	0.5466562543
613	0.546588688
614	0.5463638806
615	0.5462551932
616	0.5462328703
617	0.546041202
618	0.5460227386
619	0.5459467653
620	0.5458803216
621	0.5458558111
622	0.5458034407
623	0.5457267247
624	0.545604223
625	0.5455553209
626	0.5454937962
627	0.5454816125
628	0.5451279573
629	0.5450769563
630	0.5450522749
631	0.5449701141
632	0.5447517803
633	0.5445634604
634	0.5444725224
635	0.5443838415
636	0.5443707817
637	0.544184763
638	0.5440576393
639	0.5440489646
640	0.5440333589
641	0.5439109861
642	0.5438041817
643	0.5437930615
644	0.5437880871
645	0.543537954
646	0.5434126686
647	0.5433676806
648	0.5433542126
649	0.5432183078
650	0.5431217842
651	0.5430057811
652	0.5427388985
653	0.5425870058
654	0.542407102
655	0.5423885519
656	0.5423738277
657	0.5422977885
658	0.5421731171
659	0.5420218149
660	0.5419487956
661	0.5417470786
662	0.541610222
663	0.5415190938
664	0.541320934
665	0.5411276039
666	0.5411169392
667	0.54086229
668	0.5406552099
669	0.5404790912
670	0.5402619815
671	0.5401425547
672	0.539933236
673	0.5396659748
674	0.5396467962
675	0.5395445301
676	0.5395381654
677	0.5395233164
678	0.5392354707
679	0.5391262178
680	0.5389308533
681	0.5388833189
682	0.5387622559
683	0.538734051
684	0.5387273716
685	0.5386756469
686	0.5384629627
687	0.5381946812
688	0.5379929412
689	0.5379217688
690	0.5378972473
691	0.5376959787
692	0.5375826063
693	0.5375054832
694	0.5374507555
695	0.5373390388
696	0.5371587489
697	0.5370728726
698	0.5370184598
699	0.5368977894
700	0.5368535959
701	0.5368412046
702	0.5365129957
703	0.5363656075
704	0.5363057004
705	0.5363000253
706	0.5362251783
707	0.5359844896
708	0.5359156869
709	0.5358718303
710	0.5357850741
711	0.5356545486
712	0.5356154949
713	0.5355092263
714	0.5354341665
715	0.5353680753
716	0.5352598026
717	0.5350470444
718	0.5348289366
719	0.5346781108
720	0.5345663569
721	0.5345142925
722	0.5342995174
723	0.5341688349
724	0.5340762368
725	0.5339351855
726	0.5338162068
727	0.5337550362
728	0.5337488487
729	0.5336742203
730	0.5334993908
731	0.5334626189
732	0.5333080606
733	0.5331207736
734	0.532973172
735	0.5328977034
736	0.5328043433
737	0.5327148563
738	0.5325388757
739	0.532444799
740	0.5322141886
741	0.5319127785
742	0.5318446273
743	0.5318048815
744	0.5316501224
745	0.5316218169
746	0.5316140201
747	0.5313716376
748	0.5311229396
749	0.5310565319
750	0.5310101502
751	0.5307294118
752	0.5307114236
753	0.5303708703
754	0.5303249262
755	0.5301543433
756	0.5300963837
757	0.5298196932
758	0.5297589509
759	0.529744405
760	0.5296727873
761	0.529594797
762	0.5294716434
763	0.5293851662
764	0.5293261016
765	0.5291060931
766	0.5290615687
767	0.528813663
768	0.5287919411
769	0.5287106975
770	0.5286124113
771	0.528457904
772	0.5282132508
773	0.5281860557
774	0.5281290243
775	0.5281065546
776	0.528011495
777	0.5277276918
778	0.5276389802
779	0.527448702
780	0.5274390721
781	0.5273895559
782	0.5271419214
783	0.5270983924
784	0.5270674673
785	0.5270271583
786	0.5267691822
787	0.5266834136
788	0.5266519892
789	0.5266176987
790	0.5265835944
791	0.5265111501
792	0.5264715745
793	0.5263165251
794	0.5262167541
795	0.5262022667
796	0.5259714734
797	0.5258805506
798	0.5257652743
799	0.5255126427
800	0.5255050912
801	0.5253792895
802	0.5253334365
803	0.5250664128
804	0.5249929785
805	0.5248905841
806	0.5246668538
807	0.5245049243
808	0.5244533701
809	0.5244151501
810	0.5243141533
811	0.5243012285
812	0.5241567795
813	0.523875205
814	0.5238004802
815	0.5237946551
816	0.5236335354
817	0.5235806428
818	0.5234149068
819	0.5234036238
820	0.5233660779
821	0.5233205844
822	0.5233017887
823	0.5231134881
824	0.5230552871
825	0.5228384408
826	0.5225450859
827	0.522510549
828	0.5224690202
829	0.5224007252
830	0.5223009343
831	0.5222215691
832	0.5219537415
833	0.5219243298
834	0.5218559265
835	0.5217947125
836	0.521746296
837	0.5216407699
838	0.5214132172
839	0.5213613201
840	0.5213201683
841	0.5211874389
842	0.5211295884
843	0.5208831698
844	0.5207932339
845	0.5207496801
846	0.5206054297
847	0.520043701
848	0.5199796408
849	0.519867024
850	0.5198039017
851	0.5197037056
852	0.519595825
853	0.5193650867
854	0.5191574206
855	0.5190564993
856	0.5190172544
857	0.518976401
858	0.518957955
859	0.5189444409
860	0.5189264233
861	0.5188504392
862	0.5186956285
863	0.5185130483
864	0.5184511233
865	0.5183580346
866	0.5183087109
867	0.5181139545
868	0.5179979106
869	0.5179664684
870	0.5179495093
871	0.5178145631
872	0.5177738147
873	0.5177644557
874	0.5176364321
875	0.5176171091
876	0.5174648461
877	0.5174212658
878	0.5173801565
879	0.5173047423
880	0.5169488868
881	0.5168744768
882	0.5167260825
883	0.5165559493
884	0.5161811441
885	0.5160333747
886	0.5158917924
887	0.5157184046
888	0.5156977528
889	0.5155679465
890	0.515290352
891	0.5151914826
892	0.5151051268
893	0.5149961054
894	0.5148897968
895	0.5148411359
896	0.5147521846
897	0.5145531378
898	0.5144784159
899	0.5143888689
900	0.5143446613
901	0.5141682682
902	0.5140112478
903	0.5139625834
904	0.5139197307
905	0.5138994474
906	0.5138130874
907	0.5137980575
908	0.5137797615
909	0.5136092261
910	0.5133113072
911	0.5132145668
912	0.5131510571
913	0.5130130711
914	0.5129683247
915	0.512927957
916	0.5128510612
917	0.5127293308
918	0.5126913157
919	0.5126584126
920	0.5125164288
921	0.5124065407
922	0.5123411616
923	0.5121623126
924	0.5119810085
925	0.5118121606
926	0.511781782
927	0.5116573465
928	0.5116021566
929	0.5115969658
930	0.5115074252
931	0.5114653125
932	0.5112342
933	0.5108924186
934	0.5108727368
935	0.5107380789
936	0.5106844631
937	0.5106129624
938	0.5105315756
939	0.51048579
940	0.5104324805
941	0.5104193968
942	0.5102495393
943	0.5102402544
944	0.5101302492
945	0.5100006637
946	0.5099218569
947	0.5098017071
948	0.5097423959
949	0.5096237936
950	0.5095848186
951	0.5094979095
952	0.509403706
953	0.5093710137
954	0.5092721291
955	0.5092022153
956	0.5090618993
957	0.5089644573
958	0.5089298408
959	0.5089073372
960	0.5087252245
961	0.5086650579
962	0.508484178
963	0.5084763052
964	0.508436738
965	0.5082283006
966	0.5079035604
967	0.5078962956
968	0.5076767488
969	0.5075813569
970	0.5073998715
971	0.5072339883
972	0.5069661999
973	0.5067918124
974	0.5067871944
975	0.5067301301
976	0.5066710921
977	0.5065707753
978	0.5065061587
979	0.506481893
980	0.5063338573
981	0.5062749538
982	0.5061223131
983	0.5058092633
984	0.5056983608
985	0.5056792857
986	0.5056472013
987	0.5055444213
988	0.5055077348
989	0.5054031418
990	0.5053349259
991	0.5051795428
992	0.5048278813
993	0.5047666443
994	0.5045249487
995	0.5044710434
996	0.5044343105
997	0.5043244326
998	0.5042996841
999	0.5042560142
